StaffID,Name,Role
7423983,Michael Smith,Supply Chain Coordinator
7424069,Patricia Williams,Receptionist
7426057,Linda Rodriguez,IT Administrator
7427696,Robert Martinez,Receptionist
7430454,Mary Smith,Medical Secretary
7432362,James Brown,Office Manager
7432933,Linda Johnson,Receptionist
7434021,William Johnson,IT Administrator
7434366,Linda Williams,Patient Coordinator
7440966,Jennifer Rodriguez,Billing Coordinator
7441747,Patricia Williams,Patient Coordinator
7443200,John Garcia,Health Information Manager
7443529,Linda Johnson,Patient Coordinator
7444364,William Rodriguez,Billing Coordinator
7445560,Mary Johnson,Human Resources Administrator
7446640,Michael Miller,Billing Coordinator
7447065,Robert Williams,Health Information Manager
7448396,James Williams,Supply Chain Coordinator
7449232,John Martinez,Medical Secretary
7449353,Linda Jones,Receptionist
7462471,John Jones,Compliance Officer
7464212,Patricia Johnson,Patient Coordinator
7465323,John Brown,Health Information Manager
7466006,Linda Williams,Human Resources Administrator
7467472,James Davis,Medical Secretary
7468446,Robert Garcia,Patient Coordinator
7468746,Jennifer Martinez,Receptionist
7469362,Linda Williams,Billing Coordinator
7471750,Elizabeth Martinez,Human Resources Administrator
7472909,Michael Brown,Receptionist
7473454,Robert Smith,Compliance Officer
7478481,James Smith,Medical Secretary
7480591,Michael Jones,IT Administrator
7482181,John Davis,Billing Coordinator
7482697,Robert Smith,Human Resources Administrator
7483214,Michael Rodriguez,Compliance Officer
7483582,Jennifer Williams,Human Resources Administrator
7484508,Patricia Miller,Compliance Officer
7489738,Elizabeth Garcia,Health Information Manager
7491691,Jennifer Miller,Health Information Manager
7492559,Elizabeth Rodriguez,Human Resources Administrator
7493736,Patricia Davis,Patient Coordinator
7494216,Mary Davis,Patient Coordinator
7499965,James Jones,Human Resources Administrator
7501170,John Brown,Compliance Officer
7501298,Linda Brown,Patient Coordinator
7503163,Robert Williams,IT Administrator
7506081,John Brown,Compliance Officer
7508707,Elizabeth Jones,Supply Chain Coordinator
7518599,William Davis,Billing Coordinator
7521142,James Williams,IT Administrator
7527683,Michael Brown,Patient Coordinator
7529127,Mary Rodriguez,Supply Chain Coordinator
7529530,Robert Jones,IT Administrator
7530443,Michael Martinez,Medical Secretary
7531002,Elizabeth Smith,Supply Chain Coordinator
7533665,Linda Miller,IT Administrator
7535187,James Davis,Human Resources Administrator
7536121,James Davis,Human Resources Administrator
7536190,Linda Martinez,Billing Coordinator
7537006,William Johnson,Health Information Manager
7539214,Elizabeth Smith,Medical Secretary
7542639,Robert Jones,Medical Secretary
7543252,Linda Martinez,Health Information Manager
7543490,Linda Miller,Supply Chain Coordinator
7543857,William Davis,Receptionist
7545652,Robert Garcia,Supply Chain Coordinator
7549568,James Johnson,Receptionist
7554540,William Rodriguez,Human Resources Administrator
7555865,Elizabeth Davis,Human Resources Administrator
7556325,Elizabeth Martinez,Supply Chain Coordinator
7557447,Patricia Miller,Supply Chain Coordinator
7557514,James Davis,Human Resources Administrator
7558488,Patricia Smith,Medical Secretary
7560336,Patricia Miller,Medical Secretary
7561322,Michael Smith,Supply Chain Coordinator
7562093,Mary Miller,Health Information Manager
7563742,Elizabeth Davis,Billing Coordinator
7563747,Patricia Smith,Office Manager
7566245,James Brown,Human Resources Administrator
7566663,William Jones,Office Manager
7566726,Patricia Jones,Office Manager
7570220,Jennifer Davis,Compliance Officer
7570558,Michael Miller,Medical Secretary
7571409,Patricia Brown,Office Manager
7575720,Mary Williams,IT Administrator
7579786,Patricia Johnson,Office Manager
7582108,James Rodriguez,Patient Coordinator
7584549,John Brown,Billing Coordinator
7584564,Robert Johnson,IT Administrator
7587478,Mary Williams,Human Resources Administrator
7588883,Michael Garcia,Office Manager
7590665,Elizabeth Smith,Medical Secretary
7591514,Mary Brown,Billing Coordinator
7592401,Jennifer Smith,Receptionist
7593850,Michael Johnson,Billing Coordinator
7594100,James Garcia,Supply Chain Coordinator
7594717,Robert Garcia,Billing Coordinator
7597194,John Smith,Compliance Officer
7597515,William Rodriguez,Receptionist
7597775,Patricia Miller,IT Administrator
7599283,Jennifer Miller,Health Information Manager
7603378,William Martinez,Receptionist
7603472,Robert Miller,Patient Coordinator
7604336,Robert Garcia,Receptionist
7604344,Elizabeth Smith,Supply Chain Coordinator
7605158,John Davis,Medical Secretary
7605160,Linda Johnson,Receptionist
7608821,Michael Garcia,Patient Coordinator
7609054,Linda Miller,Patient Coordinator
7615656,Michael Smith,Patient Coordinator
7615873,James Rodriguez,Office Manager
7616806,Elizabeth Davis,Compliance Officer
7617279,Michael Martinez,IT Administrator
7618600,Patricia Miller,Health Information Manager
7619230,John Williams,IT Administrator
7620813,Michael Martinez,Receptionist
7621159,Linda Rodriguez,Health Information Manager
7621451,Robert Martinez,IT Administrator
7623523,Linda Rodriguez,IT Administrator
7623527,Patricia Rodriguez,Office Manager
7623740,James Davis,Receptionist
7625473,James Martinez,Office Manager
7628403,James Martinez,Billing Coordinator
7632843,William Martinez,Compliance Officer
7634156,Patricia Rodriguez,Human Resources Administrator
7635388,Michael Rodriguez,Health Information Manager
7636094,Elizabeth Brown,Health Information Manager
7640205,Linda Garcia,Medical Secretary
7642788,John Smith,Billing Coordinator
7647984,Mary Jones,Patient Coordinator
7652244,Patricia Garcia,Medical Secretary
7653455,Linda Garcia,Human Resources Administrator
7655663,Robert Williams,Medical Secretary
7656850,James Smith,Health Information Manager
7656984,Elizabeth Smith,Medical Secretary
7658795,James Jones,Receptionist
7659999,William Martinez,Receptionist
7660703,James Garcia,Supply Chain Coordinator
7661510,William Martinez,Office Manager
7661710,Linda Garcia,Office Manager
7661730,Linda Jones,Human Resources Administrator
7663665,Michael Rodriguez,IT Administrator
7664417,John Jones,IT Administrator
7664591,John Garcia,Receptionist
7666900,Patricia Johnson,Human Resources Administrator
7668602,Michael Garcia,Medical Secretary
7671537,Elizabeth Smith,Supply Chain Coordinator
7672847,James Garcia,Supply Chain Coordinator
7673291,Patricia Martinez,Receptionist
7675465,Linda Martinez,Office Manager
7678976,Linda Johnson,Office Manager
7686409,Mary Brown,Health Information Manager
7686463,Mary Miller,Office Manager
7691663,Robert Williams,Receptionist
7695459,John Martinez,Compliance Officer
7696766,William Jones,Receptionist
7697997,Michael Johnson,Compliance Officer
7699329,John Williams,Human Resources Administrator
7704425,Mary Martinez,Receptionist
7704742,Mary Martinez,Medical Secretary
7705082,Robert Miller,Human Resources Administrator
7709066,Robert Smith,Compliance Officer
7716230,Elizabeth Smith,Patient Coordinator
7718028,Jennifer Smith,Compliance Officer
7719147,Robert Miller,Office Manager
7726166,Patricia Rodriguez,Patient Coordinator
7726950,Jennifer Davis,Human Resources Administrator
7732389,William Davis,Compliance Officer
7732641,James Miller,Office Manager
7734359,Mary Jones,Supply Chain Coordinator
7734647,Linda Jones,IT Administrator
7736103,Robert Jones,Office Manager
7737694,William Davis,Patient Coordinator
7742589,Mary Miller,IT Administrator
7742628,Mary Rodriguez,Supply Chain Coordinator
7746233,Jennifer Davis,Health Information Manager
7747354,William Garcia,Billing Coordinator
7747378,James Smith,Receptionist
7748040,John Rodriguez,Supply Chain Coordinator
7751707,William Brown,Compliance Officer
7755950,Patricia Smith,Compliance Officer
7758764,Michael Williams,Billing Coordinator
7761415,Robert Brown,Billing Coordinator
7761746,Linda Martinez,Compliance Officer
7762156,Jennifer Rodriguez,Compliance Officer
7765159,Jennifer Davis,Human Resources Administrator
7767122,James Williams,Medical Secretary
7768188,Michael Miller,Health Information Manager
7769995,Linda Davis,Receptionist
7770304,Jennifer Garcia,Supply Chain Coordinator
7773043,Robert Martinez,Medical Secretary
7778800,Linda Williams,Receptionist
7784804,James Johnson,Human Resources Administrator
7785073,Linda Miller,Receptionist
7786045,William Jones,IT Administrator
7786810,John Johnson,Compliance Officer
7787670,Michael Brown,Human Resources Administrator
7788835,Elizabeth Johnson,Compliance Officer
7792843,Elizabeth Smith,Human Resources Administrator
7796657,John Williams,Supply Chain Coordinator
7797475,Robert Johnson,Office Manager
7798319,Mary Miller,IT Administrator
7798957,Michael Martinez,IT Administrator
7799844,John Garcia,Health Information Manager
7801720,Michael Davis,Billing Coordinator
7805434,Elizabeth Miller,Patient Coordinator
7807513,Patricia Davis,IT Administrator
7808329,Michael Smith,IT Administrator
7808783,Robert Martinez,Medical Secretary
7811006,Jennifer Smith,Health Information Manager
7814210,James Brown,Patient Coordinator
7817844,Robert Williams,Billing Coordinator
7818060,William Brown,IT Administrator
7818697,Elizabeth Smith,Billing Coordinator
7819407,William Williams,Patient Coordinator
7820590,Michael Martinez,Billing Coordinator
7823348,Patricia Brown,Supply Chain Coordinator
7823407,Michael Johnson,Human Resources Administrator
7824735,Mary Brown,IT Administrator
7825045,Robert Smith,Human Resources Administrator
7828035,Michael Jones,Receptionist
7830223,Patricia Rodriguez,Compliance Officer
7835158,Jennifer Williams,Office Manager
7835961,Linda Davis,Health Information Manager
7840937,Jennifer Garcia,Health Information Manager
7842048,Mary Davis,Medical Secretary
7844193,Linda Williams,Office Manager
7844825,Robert Garcia,Human Resources Administrator
7848730,James Smith,Billing Coordinator
7853683,Patricia Davis,Health Information Manager
7855013,Elizabeth Martinez,IT Administrator
7855158,James Jones,IT Administrator
7856317,Michael Smith,Medical Secretary
7856946,Robert Rodriguez,Receptionist
7857818,Linda Rodriguez,Supply Chain Coordinator
7860940,Michael Garcia,Human Resources Administrator
7864501,Robert Miller,Medical Secretary
7865295,Mary Smith,Compliance Officer
7868921,Michael Miller,IT Administrator
7869410,Jennifer Williams,Health Information Manager
7870214,Linda Davis,Compliance Officer
7874800,Michael Rodriguez,Medical Secretary
7875356,James Smith,Receptionist
7875900,William Davis,Human Resources Administrator
7877570,Mary Martinez,Human Resources Administrator
7877925,Jennifer Davis,Patient Coordinator
7883170,Mary Brown,Receptionist
7884640,Patricia Williams,Billing Coordinator
7885965,Robert Williams,Patient Coordinator
7889562,William Martinez,Billing Coordinator
7892671,Jennifer Brown,Compliance Officer
7896075,Michael Jones,Patient Coordinator
7900353,James Miller,Patient Coordinator
7901133,Linda Williams,Compliance Officer
7902360,Mary Davis,IT Administrator
7903068,John Rodriguez,Human Resources Administrator
7905168,William Johnson,Medical Secretary
7906137,William Brown,IT Administrator
7906183,Michael Davis,Health Information Manager
7908004,Michael Williams,Medical Secretary
7910147,James Miller,Medical Secretary
7910615,Elizabeth Smith,IT Administrator
7912620,Mary Garcia,Billing Coordinator
7914390,Mary Martinez,Supply Chain Coordinator
7915889,Elizabeth Johnson,Office Manager
7916157,Jennifer Martinez,Supply Chain Coordinator
7916601,Elizabeth Williams,Receptionist
7918078,Mary Davis,Receptionist
7918185,Linda Davis,Human Resources Administrator
7918293,Elizabeth Miller,Health Information Manager
7918836,Robert Rodriguez,Human Resources Administrator
7921616,Elizabeth Rodriguez,Medical Secretary
7921764,Michael Smith,Patient Coordinator
7922345,Elizabeth Johnson,IT Administrator
7931083,Robert Johnson,Compliance Officer
7932339,Mary Williams,Receptionist
7933306,Michael Davis,Billing Coordinator
7934809,Michael Johnson,Office Manager
7935933,Linda Rodriguez,Compliance Officer
7936361,Linda Williams,Medical Secretary
7938377,Patricia Johnson,Health Information Manager
7944673,James Davis,Human Resources Administrator
7945824,Mary Rodriguez,Medical Secretary
7946791,Patricia Brown,Office Manager
7947997,Patricia Brown,Human Resources Administrator
7948142,John Johnson,Compliance Officer
7950528,Mary Johnson,Billing Coordinator
7951794,William Garcia,Health Information Manager
7953242,James Garcia,Supply Chain Coordinator
7958255,Jennifer Davis,Office Manager
7959268,Jennifer Miller,IT Administrator
7960184,William Williams,Office Manager
7960511,Michael Smith,Medical Secretary
7962275,Jennifer Williams,Patient Coordinator
7962821,Elizabeth Garcia,Compliance Officer
7964960,Jennifer Brown,Receptionist
7967261,Robert Martinez,Medical Secretary
7967873,Linda Brown,Human Resources Administrator
7969252,Robert Johnson,Health Information Manager
7969465,James Williams,Office Manager
7975434,William Jones,Compliance Officer
7977678,Michael Williams,Office Manager
7978255,Mary Brown,Compliance Officer
7979801,Michael Davis,Compliance Officer
7980086,Jennifer Rodriguez,Supply Chain Coordinator
7980680,William Smith,Receptionist
7986669,James Garcia,IT Administrator
7988038,Mary Garcia,Receptionist
7990559,William Jones,Receptionist
7990769,Mary Garcia,Office Manager
7993787,Linda Smith,Supply Chain Coordinator
7997251,William Jones,Supply Chain Coordinator
